Wall time,Step,Value
1719405025.9804113,22696,31.075725555419922
1719405061.3028896,22721,30.875444412231445
1719405092.7592046,22746,30.273218154907227
1719405123.6595037,22771,29.977317810058594
1719405154.5234394,22796,29.980409622192383
1719405185.018322,22821,29.68340492248535
1719405215.9738603,22846,29.609758377075195
1719405246.38221,22871,29.53266143798828
1719405276.8941705,22896,29.531269073486328
1719405306.0113904,22921,29.803590774536133
1719405334.7633455,22946,29.504531860351562
1719405368.3752449,22971,29.473751068115234
1719405399.3663013,22996,29.380977630615234
1719405430.1089253,23021,29.39448356628418
1719405458.8718715,23046,29.34686851501465
1719405489.0784676,23071,29.354028701782227
1719405517.6346977,23096,29.183956146240234
1719405548.1814141,23121,29.173524856567383
1719405578.745081,23146,29.256181716918945
1719405607.4283767,23171,29.194908142089844
1719405635.850768,23196,29.187026977539062
1719405667.308773,23221,29.23318862915039
1719405695.86774,23246,29.212228775024414
1719405724.647208,23271,29.22608757019043
1719405753.2872343,23296,29.140356063842773
1719405781.9133706,23321,29.16345977783203
1719405810.4011962,23346,29.09494972229004
1719405841.1559436,23371,29.17764663696289
1719405869.9267752,23396,29.07351303100586
1719405900.623324,23421,29.05608367919922
1719405931.0409756,23446,29.053564071655273
1719405962.5167587,23471,29.099069595336914
1719405991.003518,23496,29.023836135864258
1719406021.9699914,23521,28.971235275268555
1719406052.8169758,23546,29.015121459960938
1719406081.430868,23571,29.007953643798828
1719406109.8248632,23596,29.159461975097656
1719406138.3867724,23621,28.973796844482422
1719406167.5508294,23646,28.99125099182129
1719406196.0727391,23671,29.024600982666016
1719406225.4102583,23696,28.923534393310547
1719406259.6327307,23721,28.931934356689453
1719406288.150878,23746,28.930837631225586
1719406317.1716752,23771,28.89145851135254
1719406348.0974953,23796,28.9587345123291
1719406376.9095585,23821,28.960060119628906
1719406405.4074643,23846,28.89561653137207
1719406434.1034434,23871,28.870553970336914
1719406465.0594618,23896,28.938602447509766
1719406493.5100455,23921,28.89584732055664
1719406522.0261443,23946,28.85638999938965
1719406556.32656,23971,28.801513671875
1719406587.2693808,23996,28.863988876342773
1719406616.1610258,24021,28.892723083496094
1719406644.8921363,24046,28.812808990478516
1719406673.610956,24071,28.755603790283203
1719406704.279867,24096,28.83026885986328
1719406732.8890803,24121,28.79679298400879
1719406761.887769,24146,28.7912654876709
1719406790.3676171,24171,28.782752990722656
1719406818.6609323,24196,28.8198184967041
1719406850.2265959,24221,28.790451049804688
1719406878.6164064,24246,28.82854461669922
1719406906.97637,24271,28.725374221801758
1719406937.2462132,24296,28.754552841186523
1719406965.6305497,24321,28.695249557495117
1719406995.8768752,24346,28.814449310302734
1719407024.2448528,24371,28.828887939453125
1719407052.5962033,24396,28.733089447021484
1719407081.0082285,24421,28.78753089904785
1719407109.1819232,24446,28.75868797302246
1719407140.9367063,24471,28.73331642150879
1719407169.3273036,24496,28.81696891784668
1719407197.7833483,24521,28.791242599487305
1719407226.032647,24546,28.688739776611328
1719407256.2605116,24571,28.7022647857666
1719407284.6433065,24596,28.71385955810547
1719407312.9919245,24621,28.715988159179688
1719407341.35176,24646,28.7083683013916
1719407369.7116547,24671,28.681766510009766
1719407398.258552,24696,28.764482498168945
1719407429.793643,24721,28.6683406829834
1719407460.328801,24746,28.826833724975586
1719407488.9305642,24771,28.679630279541016
1719407517.337881,24796,28.652111053466797
1719407547.4692624,24821,28.740747451782227
1719407576.1929395,24846,28.691347122192383
1719407604.5795577,24871,28.747039794921875
1719407633.3013086,24896,28.70795440673828
1719407661.6500094,24921,28.627336502075195
1719407691.9235787,24946,28.642024993896484
1719407723.3039682,24971,28.659517288208008
1719407752.2267628,24996,28.630109786987305
1719407782.7304952,25021,28.659704208374023
1719407811.083612,25046,28.647064208984375
1719407839.4278154,25071,28.645463943481445
1719407867.7977731,25096,28.651697158813477
1719407896.273262,25121,28.63300895690918
1719407924.6212761,25146,28.655349731445312
