Wall time,Step,Value
1718975144.2488177,207,88.0275650024414
1718975334.5896435,415,84.2158432006836
1718975524.5342057,623,86.91426849365234
1718975711.9367726,831,88.52814483642578
1718975899.6286507,1039,77.86770629882812
1718976089.3257651,1247,78.15861511230469
1718976278.210581,1455,75.17955017089844
1718976467.4039724,1663,77.22848510742188
1718976654.4683108,1871,72.61148834228516
1718976844.09778,2079,73.02391815185547
1718977032.485151,2287,74.1981201171875
1718977219.4732509,2495,74.58653259277344
1718977406.879374,2703,73.20108032226562
1718977594.3830545,2911,76.94618225097656
1718977782.1111848,3119,76.0340347290039
1718977969.8675685,3327,73.54435729980469
1718978157.1636293,3535,69.53706359863281
1718978346.8132598,3743,67.81593322753906
1718978536.205335,3951,66.31879425048828
1718978725.8465157,4159,67.40388488769531
1718978914.0404642,4367,66.45306396484375
1718979103.1026592,4575,65.81561279296875
1718979292.365824,4783,65.34087371826172
1718979481.3678272,4991,64.40576934814453
1718979670.9824479,5199,63.23252487182617
1718979860.1944823,5407,63.021156311035156
1718980049.4934187,5615,64.25534057617188
1718980236.7321863,5823,67.46900939941406
1718980424.0515668,6031,63.38070297241211
1718980611.5682797,6239,62.891624450683594
1718980801.819238,6447,64.98755645751953
1718980989.092546,6655,61.52064895629883
1718981178.6607716,6863,61.98118591308594
1718981366.2538793,7071,61.97673416137695
1718981554.234275,7279,61.708866119384766
1718981741.934072,7487,61.04994583129883
1718981931.5213885,7695,61.46200180053711
1718982119.3318276,7903,61.7913932800293
1718982307.3497632,8111,64.84507751464844
1718982495.6343753,8319,60.03165817260742
1718982686.6888645,8527,65.06158447265625
1718982874.2511117,8735,61.396324157714844
1718983061.9815736,8943,60.6215705871582
1718983249.8652833,9151,62.87273025512695
1718983438.1045942,9359,59.108551025390625
1718983628.146653,9567,61.29581069946289
1718983816.1251326,9775,59.98873519897461
1718984004.1177359,9983,58.6306037902832
1718984194.5058799,10191,58.65546798706055
1718984384.749627,10399,58.92910385131836
1718984574.0097694,10607,58.542213439941406
1718984763.4996653,10815,58.358009338378906
1718984952.9680488,11023,58.23882293701172
1718985140.7658768,11231,58.364845275878906
1718985328.6565793,11439,59.83382797241211
1718985516.183512,11647,58.27255630493164
1718985703.8072946,11855,59.006752014160156
1718985891.658283,12063,57.904544830322266
1718986081.3130724,12271,63.35700988769531
1718986269.47948,12479,58.82900619506836
1718986458.0910895,12687,58.932186126708984
1718986645.5299706,12895,58.593204498291016
1718986833.277031,13103,57.53459548950195
1718987022.884346,13311,59.311161041259766
1718987210.9903953,13519,59.06119155883789
1718987398.4882529,13727,58.7151985168457
1718987586.1406472,13935,58.51468276977539
1718987773.9186585,14143,56.759822845458984
1718987963.5147448,14351,57.63119125366211
1718988151.602168,14559,57.20698165893555
1718988340.31014,14767,57.17149353027344
1718988527.8812933,14975,63.30844497680664
1718988715.7444618,15183,57.925899505615234
1718988903.4360733,15391,58.56108093261719
1718989091.9818902,15599,57.0510139465332
1718989279.6204052,15807,57.28422164916992
1718989467.7612512,16015,58.263671875
1718989655.8258688,16223,57.4090461730957
1718989844.9723568,16431,58.64413070678711
1718990033.5581698,16639,56.15077590942383
1718990224.6715047,16847,55.923004150390625
1718990414.517262,17055,55.89665985107422
1718990604.4436011,17263,55.88356018066406
1718990792.478356,17471,55.75582504272461
1718990982.656648,17679,55.81752395629883
1718991170.6686609,17887,55.726646423339844
1718991360.8841603,18095,55.70774459838867
1718991550.9668078,18303,55.741676330566406
1718991739.0049322,18511,55.91040802001953
1718991927.892686,18719,55.61122512817383
1718992119.148959,18927,55.630165100097656
1718992307.4021497,19135,56.0732307434082
1718992495.7165284,19343,55.678890228271484
1718992683.7854915,19551,55.73362731933594
1718992872.2686954,19759,55.68600082397461
1718993060.7202642,19967,55.73908233642578
1718993248.8157477,20175,55.64635467529297
1718993437.0525966,20383,55.9981803894043
1718993625.298247,20591,55.62914276123047
1718993813.7431214,20799,55.59702682495117
1718994003.2713945,21007,55.5032958984375
1718994193.33524,21215,55.59089660644531
1718994381.5343997,21423,55.658451080322266
1718994569.8118937,21631,55.59257125854492
1718994758.2199726,21839,55.786949157714844
1718994946.5953746,22047,55.71744918823242
1718995134.5956633,22255,55.765480041503906
1718995322.6671739,22463,55.53011703491211
1718995512.8025773,22671,55.57524108886719
1718995702.8841043,22879,55.63645553588867
1718995892.1640055,23087,55.565914154052734
1718996080.065682,23295,55.74616622924805
1718996268.090743,23503,55.59579849243164
1718996456.1656663,23711,55.663597106933594
